,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase,except-min-criteria,novel-20,len_except_min_criteria,len_novel_20,len_data
467,Orloffyeah,unal0,IH-Project-2017-Orloffyeah_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,['Required Weather API'],1,1,1,1,1,1,1,1,"bootstrap,d3,jquery,",0.0080424642,99.1957535789,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",5,100,96.3%,"1.0,1.0,1.0,1.0,1.0,",8,44.4444444444,96.3%,"1.0,0.0,1.0,2.0,2.0,2.0,",13,56.5217391304,96.3%,5,1.1111111111,77.78%,"3.0,1.0,1.0,;",28,313.3503429509,96.3%,5,[],[],0,0,1
469,DiegoAraque1207,unal0,IH-Project-2017-DiegoAraque1207_webapp_phase5,Wed Nov 22 08:30:39 2017,0,1,['Housing New York Units by Building'],0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0136363636,98.6363636364,5,50,62.96%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,3,0.6666666667,66.67%,"1.0,1.0,1.0,;",13,192.7812911726,74.07%,5,['Housing New York Units by Building'],[],1,0,1
470,olimita,unal0,IH-Project-2017-olimita_webapp_phase5,Wed Nov 22 08:30:39 2017,1,4,"['Required Weather API', ' New York City Museums', ' New York Safety', ' Housing New York Units by Building']",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0169811321,98.3018867925,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",6,33.3333333333,88.89%,"2.0,0.0,2.0,1.0,1.0,0.0,",7,30.4347826087,88.89%,14,3.1111111111,88.89%,"3.0,0.0,0.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",31,262.282563121,92.59%,5,"[' New York City Museums', ' New York Safety', ' Housing New York Units by Building']","[' New York City Museums', ' New York Safety', ' Housing New York Units by Building']",3,3,4
473,Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase5,Wed Nov 22 08:30:39 2017,0,4,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' New York City Museums']",0,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0164233577,98.3576642336,5,50,51.85%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,15,3.3333333333,92.59%,"1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",25,195.1692584365,81.48%,5,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' New York City Museums']","[' New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' New York City Museums']",4,3,4
477,Alekzu,unal0,IH-Project-2017-Alekzu_webapp_phase5,Wed Nov 22 08:30:40 2017,1,1,['Required Weather API'],1,1,1,0,0,0,1,0,,0.0114942529,98.8505747126,6,60,74.07%,"1,1,1,1,0,0,0,1,0,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,51.85%,3,0.6666666667,66.67%,"3.0,0.0,0.0,;",12,185.6041979011,59.26%,5,[],[],0,0,1
479,biherrerap,unal0,IH-Project-2017-biherrerap_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,['Housing New York Units by Building'],0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0307167235,96.9283276451,5,50,48.15%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.5555555556,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.6956521739,44.44%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",8,164.5418542151,44.44%,5,['Housing New York Units by Building'],[],1,0,1
481,LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,['Fire Department Directory for New York State'],0,1,1,0,0,0,1,1,"font-awesome,bootstrap,jquery,",0.0155642023,98.4435797665,5,50,55.56%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.7391304348,70.37%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",11,192.1440628583,70.37%,5,['Fire Department Directory for New York State'],[],1,0,1
484,frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,['Housing New York Units by Building'],1,1,1,0,0,0,1,1,"d3,bootstrap,",0.0196078431,98.0392156863,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.5555555556,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.6956521739,44.44%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",9,175.6527422563,48.15%,5,['Housing New York Units by Building'],[],1,0,1
487,JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase5,Wed Nov 22 08:30:40 2017,1,1,['Required Weather API'],1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0389972145,96.1002785515,8,80,85.19%,"1,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",7,38.8888888889,96.3%,"3.0,0.0,3.0,1.0,0.0,0.0,",8,34.7826086957,92.59%,3,0.6666666667,66.67%,"3.0,0.0,0.0,;",19,246.3321626095,88.89%,5,[],[],0,0,1
490,cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase5,Wed Nov 22 08:30:40 2017,1,7,"['New York City Art Galleries', ' New York State Career Centers', ' Required Weather API', ' New York City Museums', ' NYCHA Development Data Book', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Directory Of DCP Offices']",1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0064864865,99.3513513514,9,90,96.3%,"1,1,1,1,0,1,1,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,30,6.6666666667,92.59%,"1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,2.0,1.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;0.0,1.0,2.0,;",45,248.1919310615,92.59%,5,"['New York City Art Galleries', ' New York State Career Centers', ' Required Weather API', ' New York City Museums', ' NYCHA Development Data Book', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Directory Of DCP Offices']","[' New York State Career Centers', ' Required Weather API', ' New York City Museums', ' NYCHA Development Data Book', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Directory Of DCP Offices']",7,6,7
491,DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' New York City Museums']",1,1,1,1,0,0,1,1,"d3,animate,bootstrap,jquery,",0.0083472454,99.1652754591,7,70,81.48%,"0,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,14,3.1111111111,81.48%,"1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",27,224.4502996137,81.48%,5,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' New York City Museums']","[' Bicycle Routes Across New York State: Map', ' New York City Museums']",3,2,3
493,alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase5,Wed Nov 22 08:30:40 2017,1,6,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Housing New York Units by Building']",1,1,1,1,0,0,1,1,"bootstrap,animate,d3,jquery,",0.0242587601,97.5741239892,8,80,88.89%,"1,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,27,6.0,88.89%,"1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,2.0,1.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,1.0,;",41,235.7480370327,85.19%,5,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Housing New York Units by Building']","[' Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' New York City Locations Providing Seasonal Flu Vaccinations', ' Housing New York Units by Building']",6,5,6
495,jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase5,Wed Nov 22 08:30:40 2017,0,2,"['New York City Art Galleries', ' New York City Museums']",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0328947368,96.7105263158,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,2,0.4444444444,62.96%,"1.0,0.0,0.0,;1.0,0.0,0.0,;",11,183.241927282,62.96%,5,"['New York City Art Galleries', ' New York City Museums']",[' New York City Museums'],2,1,2
498,garayf,unal1,IH-Project-2017-garayf_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"['New York City Art Galleries', ' NYCHA Development Data Book', ' New York City Museums']",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0179514256,98.2048574446,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,70.37%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.3913043478,70.37%,11,2.4444444444,77.78%,"1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",22,205.4319105847,74.07%,5,"['New York City Art Galleries', ' NYCHA Development Data Book', ' New York City Museums']","[' NYCHA Development Data Book', ' New York City Museums']",3,2,3
502,sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase5,Wed Nov 22 08:30:40 2017,0,5,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' Fire Department Directory for New York State', ' Alternative Fuel Stations in New York']",1,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0267260579,97.3273942094,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,70.37%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.3913043478,70.37%,21,4.6666666667,85.19%,"1.0,2.0,2.0,;1.0,2.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;0.0,1.0,2.0,;",31,196.7766695717,70.37%,5,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' Fire Department Directory for New York State', ' Alternative Fuel Stations in New York']","[' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' Fire Department Directory for New York State', ' Alternative Fuel Stations in New York']",5,4,5
503,xFortich,unal1,IH-Project-2017-xFortich_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"['New York City Art Galleries', ' New York City Museums', ' Zillow Home Value Searching API']",1,1,1,0,0,0,1,1,"animate,bootstrap,jquery,",0.0022753129,99.7724687144,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,9,2.0,70.37%,"1.0,1.0,1.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;",18,187.8594252362,66.67%,5,"['New York City Art Galleries', ' New York City Museums', ' Zillow Home Value Searching API']","[' New York City Museums', ' Zillow Home Value Searching API']",3,2,3
505,Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase5,Wed Nov 22 08:30:40 2017,0,4,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' School Safety Report']",0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0310344828,96.8965517241,5,50,59.26%,"0,0,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,10,2.2222222222,74.07%,"1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,0.0,0.0,;",18,175.2057304681,59.26%,5,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' School Safety Report']","[' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' School Safety Report']",4,3,4
508,davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase5,Wed Nov 22 08:30:40 2017,1,7,"['New York City Art Galleries', ' Air Quality', ' Neighborhood Tabulation Areas', ' New York City Museums', ' NYCHA Development Data Book', ' Bank-Owned ATM Locations in New York State', ' Required Weather API']",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0007256894,99.9274310595,8,80,92.59%,"1,0,1,1,0,1,1,1,1,",5,100,96.3%,"1.0,1.0,1.0,1.0,1.0,",6,33.3333333333,92.59%,"1.0,1.0,1.0,1.0,1.0,1.0,",11,47.8260869565,96.3%,31,6.8888888889,96.3%,"1.0,1.0,2.0,;2.0,1.0,2.0,;0.0,2.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;2.0,1.0,2.0,;3.0,2.0,1.0,;",50,282.4684938614,96.3%,5,"['New York City Art Galleries', ' Air Quality', ' Neighborhood Tabulation Areas', ' New York City Museums', ' NYCHA Development Data Book', ' Bank-Owned ATM Locations in New York State', ' Required Weather API']","[' Air Quality', ' Neighborhood Tabulation Areas', ' New York City Museums', ' NYCHA Development Data Book', ' Bank-Owned ATM Locations in New York State', ' Required Weather API']",7,6,7
513,anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,['New York City Museums'],1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0343347639,96.5665236052,9,90,81.48%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,4,0.8888888889,62.96%,"1.0,1.0,2.0,;",16,213.5423690158,66.67%,5,['New York City Museums'],[],1,0,1
516,trickyjuggler,unal2,IH-Project-2017-trickyjuggler_webapp_phase5,Wed Nov 22 08:30:40 2017,1,4,"['New York City Art Galleries', ' Required Weather API', ' New York City Museums', ' School Safety Report']",1,1,1,1,1,1,1,1,"bootstrap,d3,jquery,",0.0079365079,99.2063492063,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",3,60,85.19%,"1.0,1.0,0.0,0.0,1.0,",8,44.4444444444,85.19%,"3.0,0.0,2.0,1.0,1.0,1.0,",11,47.8260869565,85.19%,19,4.2222222222,77.78%,"1.0,1.0,2.0,;3.0,2.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",40,299.0807453416,88.89%,5,"['New York City Art Galleries', ' Required Weather API', ' New York City Museums', ' School Safety Report']","[' Required Weather API', ' New York City Museums', ' School Safety Report']",4,3,4
524,casc3798,unal2,IH-Project-2017-casc3798_webapp_phase5,Wed Nov 22 08:30:40 2017,0,6,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' Fire Department Directory for New York State', ' New York City Museums', ' Alternative Fuel Stations in New York', ' Housing New York Units by Building']",1,1,1,1,1,1,1,1,"d3,animate,bootstrap,jquery,",0.0547945205,94.5205479452,9,90,77.78%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,25,5.5555555556,92.59%,"1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;0.0,1.0,2.0,;1.0,1.0,2.0,;",37,216.1630600225,70.37%,5,"['New York City Art Galleries', ' Bicycle Routes Across New York State: Map', ' Fire Department Directory for New York State', ' New York City Museums', ' Alternative Fuel Stations in New York', ' Housing New York Units by Building']","[' Bicycle Routes Across New York State: Map', ' Fire Department Directory for New York State', ' New York City Museums', ' Alternative Fuel Stations in New York', ' Housing New York Units by Building']",6,5,6
525,jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"['New York State Career Centers', ' Fire Department Directory for New York State', ' School Safety Report']",1,1,1,1,1,1,1,1,"d3,bootstrap,jquery,",0.0318471338,96.8152866242,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.347826087,44.44%,14,3.1111111111,74.07%,"3.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",24,198.6220499092,59.26%,5,"['New York State Career Centers', ' Fire Department Directory for New York State', ' School Safety Report']","['New York State Career Centers', ' Fire Department Directory for New York State', ' School Safety Report']",3,3,3
526,Anvido,unal2,IH-Project-2017-Anvido_webapp_phase5,Wed Nov 22 08:30:40 2017,1,5,"['Required Weather API', ' New York City Art Galleries', ' NYCHA Development Data Book', ' New York City Museums', ' Fire Department Directory for New York State']",1,1,1,1,1,1,1,1,"materialize,d3,jquery,",0.0009560229,99.9043977055,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",3,60,85.19%,"1.0,1.0,0.0,0.0,1.0,",11,61.1111111111,92.59%,"2.0,2.0,3.0,1.0,1.0,2.0,",14,60.8695652174,92.59%,24,5.3333333333,85.19%,"3.0,2.0,1.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",48,326.9768614737,92.59%,5,"[' New York City Art Galleries', ' NYCHA Development Data Book', ' New York City Museums', ' Fire Department Directory for New York State']","[' New York City Art Galleries', ' NYCHA Development Data Book', ' New York City Museums', ' Fire Department Directory for New York State']",4,4,5
527,Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase5,Wed Nov 22 08:30:40 2017,0,2,"['New York City Art Galleries', ' Zillow Home Value Searching API']",1,1,1,0,0,0,1,1,"bootstrap,animate,d3,jquery,",0.0283286119,97.1671388102,6,60,48.15%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.347826087,44.44%,4,0.8888888889,62.96%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",11,166.751679873,44.44%,5,"['New York City Art Galleries', ' Zillow Home Value Searching API']",[' Zillow Home Value Searching API'],2,1,2
528,federgolo,unal2,IH-Project-2017-federgolo_webapp_phase5,Wed Nov 22 08:30:40 2017,1,4,"['New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' Required Weather API', ' New York City Museums']",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0098522167,99.0147783251,8,80,70.37%,"1,0,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.347826087,44.44%,20,4.4444444444,81.48%,"1.0,1.0,2.0,;3.0,0.0,2.0,;3.0,2.0,2.0,;1.0,1.0,2.0,;",29,192.1548749435,55.56%,5,"['New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' Required Weather API', ' New York City Museums']","['New York City Locations Providing Seasonal Flu Vaccinations', ' NYCHA Development Data Book', ' Required Weather API', ' New York City Museums']",4,4,4
531,diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase5,Wed Nov 22 08:30:40 2017,1,4,"['New York City Art Galleries', ' New York City Population By Boroughs', ' Required Weather API', ' New York City Museums']",0,1,1,0,1,1,1,1,"bootstrap,jquery,",0.001017294,99.8982706002,8,80,74.07%,"1,0,1,1,0,1,1,1,1,",8,160,96.3%,"1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,",24,133.3333333333,96.3%,"3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,",32,139.1304347826,96.3%,24,5.3333333333,85.19%,"1.0,1.0,2.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",64,463.4924734988,96.3%,5,"['New York City Art Galleries', ' New York City Population By Boroughs', ' Required Weather API', ' New York City Museums']","[' New York City Population By Boroughs', ' Required Weather API', ' New York City Museums']",4,3,4
532,adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase5,Wed Nov 22 08:30:40 2017,1,2,"['Required Weather API', ' new york address points']",1,1,1,1,0,0,1,1,"d3,bootstrap,jquery,",0.0351239669,96.4876033058,8,80,66.67%,"1,1,1,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",6,33.3333333333,77.78%,"3.0,0.0,3.0,0.0,0.0,0.0,",7,30.4347826087,77.78%,6,1.3333333333,70.37%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",21,238.6905018565,77.78%,5,[' new york address points'],[' new york address points'],1,1,2
534,pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase5,Wed Nov 22 08:30:40 2017,1,7,"['New York City Art Galleries', ' new york address points', ' Zillow Home Value Searching API', ' Fire Department Directory for New York State', ' New York State Career Centers', ' New York City Museums', ' Required Weather API']",1,1,1,1,1,1,1,1,"bootstrap,d3,font-awesome,jquery,",0.009375,99.0625,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,70.37%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,70.37%,34,7.5555555556,96.3%,"1.0,1.0,2.0,;3.0,0.0,0.0,;3.0,2.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;3.0,2.0,1.0,;",50,258.791968599,81.48%,5,"['New York City Art Galleries', ' new york address points', ' Zillow Home Value Searching API', ' Fire Department Directory for New York State', ' New York State Career Centers', ' New York City Museums', ' Required Weather API']","[' new york address points', ' Zillow Home Value Searching API', ' Fire Department Directory for New York State', ' New York State Career Centers', ' New York City Museums', ' Required Weather API']",7,6,7
539,FredyRosero,unal2,IH-Project-2017-FredyRosero_webapp_phase5,Wed Nov 22 08:30:40 2017,1,1,['Required Weather API'],1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.003649635,99.6350364964,7,70,62.96%,"1,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",6,33.3333333333,77.78%,"2.0,0.0,2.0,1.0,0.0,1.0,",7,30.4347826087,77.78%,3,0.6666666667,59.26%,"3.0,0.0,0.0,;",17,231.1712683804,74.07%,5,[],[],0,0,1
